UBIGEO,DEPARTAMEN,PROVINCIA,DISTRITO,mean,min,max,std,count,percentile_10,percentile_90
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,4.040041605631511,2.633227586746216,4.931482791900635,0.865804409157447,6,2.851133346557617,4.786630153656006
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,4.043034362792969,2.633554458618164,5.679890155792236,1.2968338267609991,5,2.800602436065674,5.622292995452881
030405,APURIMAC,AYMARAES,COLCABAMBA,4.052905082702637,2.101386547088623,6.00442361831665,1.9515185356140137,2,2.491690158843994,5.614120006561279
120425,JUNIN,JAUJA,PARCO,4.0850958824157715,3.707279920578003,4.462911605834961,0.3778158426284978,2,3.7828431129455566,4.387348651885986
020112,ANCASH,HUARAZ,TARICA,4.09489377339681,1.5659490823745728,6.962596416473389,2.2161555849566916,3,2.003986358642578,6.3213043212890625
051003,AYACUCHO,VICTOR FAJARDO,APONGO,4.108215967814128,2.097440481185913,7.617307662963867,1.9211735851986,6,2.1915035247802734,6.370024681091309
020101,ANCASH,HUARAZ,HUARAZ,4.128608116736779,2.189917802810669,6.875707626342773,1.4981297710774975,13,2.344590187072754,6.038496494293213
040113,AREQUIPA,AREQUIPA,POCSI,4.139315032958985,-0.03381118178367615,7.541694641113281,2.5011098951787933,5,1.330336570739746,6.693155765533447
050506,AYACUCHO,LA MAR,LUIS CARRANZA,4.142397880554199,3.722193717956543,4.562602519989014,0.42020440101630296,2,3.80623459815979,4.4785614013671875
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,4.165459314982097,2.411787986755371,5.989189147949219,1.2205958582171148,6,2.8354320526123047,5.708461761474609
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,4.174800872802734,2.83508563041687,5.5984649658203125,1.083685193620595,4,3.0262813568115234,5.356899738311768
090203,HUANCAVELICA,ACOBAMBA,ANTA,4.175070762634277,3.8962676525115967,4.399568557739258,0.2246446183438648,4,3.931032180786133,4.3973870277404785
081302,CUSCO,URUBAMBA,CHINCHERO,4.181729316711426,3.5955727100372314,4.876102447509766,0.4935897722668934,4,3.674987316131592,4.731758117675781
021001,ANCASH,HUARI,HUARI,4.19024429321289,0.8102627396583557,8.502915382385254,1.908780265141923,15,2.0099844932556152,6.7362518310546875
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,4.192513465881348,2.4817023277282715,5.860302448272705,1.2169413756757679,8,2.5356264114379883,5.394795894622803
180208,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,4.205511093139648,-2.965409517288208,12.73100757598877,4.971453687318388,20,-2.544604539871216,10.493178367614746
230205,TACNA,CANDARAVE,HUANUARA,4.2271773020426435,2.7555673122406006,5.407151699066162,1.1019719778089996,3,3.1082162857055664,5.229483604431152
090723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,4.229457855224609,4.229457855224609,4.229457855224609,0.0,1,4.229457855224609,4.229457855224609
040802,AREQUIPA,LA UNION,ALCA,4.241175242832729,0.6859708428382874,7.883531093597412,2.8919689037523226,7,0.846524715423584,7.663931846618652
051009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,4.2446739196777346,2.985971450805664,6.850160121917725,1.3599240519854985,5,3.1464109420776367,5.749059200286865
080607,CUSCO,CANCHIS,SAN PEDRO,4.250558853149414,4.250558853149414,4.250558853149414,0.0,1,4.250558853149414,4.250558853149414
081201,CUSCO,QUISPICANCHI,URCOS,4.254492568969726,2.3263614177703857,5.794744491577148,1.3987749154645723,5,2.5503616333007812,5.679304122924805
080204,CUSCO,ACOMAYO,MOSOC LLACTA,4.259410381317139,4.259410381317139,4.259410381317139,0.0,1,4.259410381317139,4.259410381317139
080405,CUSCO,CALCA,PISAC,4.267580032348633,1.4708343744277954,7.443796157836914,2.12519429260301,6,2.285233736038208,7.110886573791504
120415,JUNIN,JAUJA,MARCO,4.281325340270996,4.281325340270996,4.281325340270996,0.0,1,4.281325340270996,4.281325340270996
050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,4.282073974609375,2.236417293548584,6.616953372955322,1.5731246802805574,4,2.7070770263671875,5.97275972366333
020203,ANCASH,AIJA,HUACLLAN,4.283755779266357,4.283755779266357,4.283755779266357,0.0,1,4.283755779266357,4.283755779266357
081008,CUSCO,PARURO,PILLPINTO,4.291230837504069,2.079554796218872,6.075784206390381,1.6591740943694453,3,2.6073145866394043,5.804297924041748
151024,LIMA,YAUYOS,QUINCHES,4.291247367858887,0.3926972448825836,8.868840217590332,3.248433164085,4,0.948394775390625,7.9057159423828125
080206,CUSCO,ACOMAYO,RONDOCAN,4.295934995015462,0.37686654925346375,8.093770027160645,2.7046975192277602,6,0.8974131345748901,7.179325103759766
100203,HUANUCO,AMBO,COLPAS,4.2980702718098955,3.7105815410614014,5.048524379730225,0.5449563811807894,6,3.7511141300201416,5.035587310791016
100508,HUANUCO,HUAMALIES,PUNCHAO,4.304361820220947,4.304361820220947,4.304361820220947,0.0,1,4.304361820220947,4.304361820220947
050611,AYACUCHO,LUCANAS,LUCANAS,4.310294909354968,2.9142608642578125,6.939128875732422,1.0122488756101138,39,3.2110211849212646,5.731098175048828
190208,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,4.316649913787842,3.006615400314331,6.448574066162109,1.3399050468654512,4,3.114461898803711,5.847593307495117
030213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,4.329319477081299,1.637156367301941,7.266567230224609,1.8000179608335056,8,2.0875656604766846,6.562140941619873
030706,APURIMAC,GRAU,MICAELA BASTIDAS,4.34127197265625,0.6589723229408264,7.286593914031982,2.537475717307436,5,1.3961681127548218,7.134249687194824
080407,CUSCO,CALCA,TARAY,4.34715461730957,3.846453905105591,4.847855091094971,0.5007005929947042,2,3.946593999862671,4.747714996337891
180201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,4.364143371582031,-4.000176906585693,9.657172203063965,4.997193671371015,8,-2.990678310394287,9.531693458557129
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,4.366790771484375,2.5892369747161865,5.8937296867370605,1.360642942466618,3,2.994870662689209,5.63846492767334
101005,HUANUCO,LAURICOCHA,RONDOS,4.3791384015764505,3.3552262783050537,5.112485885620117,0.6874887496042906,7,3.4798290729522705,5.050093650817871
120416,JUNIN,JAUJA,MASMA,4.393362045288086,4.393362045288086,4.393362045288086,0.0,1,4.393362045288086,4.393362045288086
120134,JUNIN,HUANCAYO,SICAYA,4.395095348358154,4.395095348358154,4.395095348358154,0.0,1,4.395095348358154,4.395095348358154
120213,JUNIN,CONCEPCION,ORCOTUNA,4.412434101104736,3.9368646144866943,4.888003826141357,0.4755696058273465,2,4.031978607177734,4.7928900718688965
030102,APURIMAC,ABANCAY,CHACOCHE,4.416628201802571,1.636600375175476,10.148459434509277,3.0266077880195006,6,1.882819414138794,8.354962348937988
080303,CUSCO,ANTA,CACHIMAYO,4.418729305267334,4.418729305267334,4.418729305267334,0.0,1,4.418729305267334,4.418729305267334
120205,JUNIN,CONCEPCION,COCHAS,4.423081874847412,2.863032341003418,6.595102310180664,1.5011301679238427,4,2.9647159576416016,6.1262359619140625
030505,APURIMAC,COTABAMBAS,MARA,4.423730850219727,2.7485830783843994,6.3382744789123535,1.2357871185412515,5,3.1817963123321533,5.888185977935791
150902,LIMA,OYON,ANDAJES,4.426533508300781,1.9426956176757812,7.038865566253662,1.688239510532806,5,2.6338608264923096,6.317161560058594
100313,HUANUCO,DOS DE MAYO,PACHAS,4.432588577270508,3.5674540996551514,5.709383010864258,0.779577519214265,8,3.6683356761932373,5.502645015716553
022002,ANCASH,YUNGAY,CASCAPARA,4.43508665902274,2.479081153869629,6.699274063110352,1.5372263699873587,7,2.6629481315612793,6.241627216339111
030215,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,4.441238721211751,2.428805112838745,8.501422882080078,2.006827918867764,6,2.72750186920166,6.621547698974609
081002,CUSCO,PARURO,ACCHA,4.443489619663784,1.3550621271133423,6.792354106903076,1.5610151924681597,7,2.8015921115875244,6.04279899597168
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,4.480350176493327,2.1396782398223877,6.538852691650391,1.8070046519967087,3,2.6642465591430664,6.183586120605469
080306,CUSCO,ANTA,LIMATAMBO,4.50862839642693,-2.024799108505249,10.361891746520996,4.09618012697213,17,-0.5362125039100647,9.704041481018066
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,4.519339310495477,1.4066439867019653,7.732080936431885,1.8159642330763208,19,2.0956530570983887,6.688586711883545
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,4.528875827789307,2.7288358211517334,6.034425735473633,1.1801264260831075,4,3.282569646835327,5.65738582611084
030608,APURIMAC,CHINCHEROS,RANRACANCHA,4.530327479044597,3.7452890872955322,5.685417175292969,0.8341572436694472,3,3.828286647796631,5.380389213562012
151003,LIMA,YAUYOS,ALLAUCA,4.536122041590073,0.5949221253395081,11.162139892578125,3.2116805449235826,17,1.5298340320587158,9.780698776245117
080908,CUSCO,LA CONVENCION,SANTA TERESA,4.556357779153964,-3.055260419845581,14.219103813171387,4.459576166219219,41,-0.4596984386444092,11.40209674835205
190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,4.5589141845703125,2.739107131958008,7.253959655761719,1.2828525350076552,10,3.3963563442230225,5.989961624145508
020611,ANCASH,CARHUAZ,YUNGAR,4.5602593421936035,2.5126683712005615,6.607850551605225,2.047591090202335,2,2.9221866130828857,6.1983323097229
021908,ANCASH,SIHUAS,RAGASH,4.561759676252093,3.545435667037964,6.091923236846924,0.874544353851464,7,3.5713183879852295,5.743968486785889
050601,AYACUCHO,LUCANAS,PUQUIO,4.561934407552084,2.713931083679199,8.545723915100098,1.5401679079949142,30,2.956923484802246,6.878395080566406
080105,CUSCO,CUSCO,SAN SEBASTIAN,4.5637125968933105,4.388487339019775,4.738937854766846,0.17522525787353516,2,4.423532485961914,4.703892707824707
090604,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,4.566700458526611,4.566700458526611,4.566700458526611,0.0,1,4.566700458526611,4.566700458526611
230403,TACNA,TARATA,ESTIQUE,4.567502975463867,-2.6727778911590576,11.237761497497559,4.311734940433821,10,-2.0608932971954346,10.135998725891113
120125,JUNIN,HUANCAYO,PILCOMAYO,4.5716776847839355,4.5716776847839355,4.5716776847839355,0.0,1,4.5716776847839355,4.5716776847839355
050112,AYACUCHO,HUAMANGA,SOCOS,4.582340240478516,2.9373080730438232,5.830606460571289,1.0407212859410706,6,3.2798843383789062,5.724931716918945
100501,HUANUCO,HUAMALIES,LLATA,4.594165802001953,2.9123189449310303,7.1573638916015625,1.5093946790993662,12,3.185537576675415,6.760869979858398
030211,APURIMAC,ANDAHUAYLAS,POMACOCHA,4.605358441670735,2.4571166038513184,7.363885879516602,1.7453443538680837,6,2.899045467376709,6.905611991882324
150807,LIMA,HUAURA,LEONCIO PRADO,4.610665639241536,1.7246719598770142,10.013825416564941,2.7141714466937352,9,1.8353477716445923,7.289752006530762
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,4.623838424682617,2.946507215499878,7.026905059814453,1.0344904246076898,10,3.5656850337982178,5.316201686859131
022003,ANCASH,YUNGAY,MANCOS,4.625375270843506,4.625375270843506,4.625375270843506,0.0,1,4.625375270843506,4.625375270843506
080108,CUSCO,CUSCO,WANCHAQ,4.630107879638672,4.630107879638672,4.630107879638672,0.0,1,4.630107879638672,4.630107879638672
151006,LIMA,YAUYOS,CACRA,4.632378578186035,-1.052132487297058,13.875556945800781,6.0047021483042755,8,-0.664206326007843,13.31266975402832
080308,CUSCO,ANTA,PUCYURA,4.639523029327393,4.639523029327393,4.639523029327393,0.0,1,4.639523029327393,4.639523029327393
020501,ANCASH,BOLOGNESI,CHIQUIAN,4.660668563842774,3.199425458908081,7.8396897315979,1.713426943419054,5,3.2466976642608643,6.705501556396484
022007,ANCASH,YUNGAY,SHUPLUY,4.6704864501953125,2.8869850635528564,8.818642616271973,2.1315224996038213,5,3.1321544647216797,7.060763835906982
150303,LIMA,CAJATAMBO,GORGOR,4.676916122436523,2.5015196800231934,8.393548011779785,1.9259639998941582,12,2.6286840438842773,7.783079624176025
021704,ANCASH,RECUAY,HUAYLLAPAMPA,4.682602882385254,2.225733757019043,6.6016411781311035,1.6555669007320668,4,2.820976972579956,6.32909631729126
030705,APURIMAC,GRAU,MAMARA,4.683634281158447,3.601030111312866,5.766238689422607,1.0826042890548773,2,3.8175508975982666,5.549717903137207
080402,CUSCO,CALCA,COYA,4.686253070831299,1.8121237754821777,6.992986679077148,1.8719947893291253,4,2.648259401321411,6.497288227081299
050102,AYACUCHO,HUAMANGA,ACOCRO,4.7086478013258715,2.3494956493377686,7.363985538482666,1.5319414883192817,13,2.626906633377075,6.822835922241211
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,4.728542327880859,1.1100560426712036,9.47406005859375,3.276933816532001,4,1.477264642715454,8.430632591247559
100317,HUANUCO,DOS DE MAYO,RIPAN,4.732036272684733,4.075830459594727,5.441577911376953,0.5588381150398348,3,4.196404457092285,5.289002418518066
051010,AYACUCHO,VICTOR FAJARDO,HUALLA,4.733996963500976,3.2182185649871826,8.18408489227295,1.8117116314304764,5,3.256864070892334,6.772624492645264
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,4.744144984654018,3.0701239109039307,7.446077823638916,1.4455604588119328,7,3.281554937362671,6.433395862579346
021014,ANCASH,HUARI,SAN MARCOS,4.783034073679071,2.1194450855255127,7.4978461265563965,1.6476268250444202,19,2.8306167125701904,7.316348075866699
030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,4.784210205078125,2.377155303955078,7.72699499130249,1.797291413055064,7,2.572678804397583,6.85284423828125
020505,ANCASH,BOLOGNESI,CAJACAY,4.790192794799805,1.7763205766677856,8.713700294494629,2.3813486744504324,5,2.338966131210327,7.573670387268066
030203,APURIMAC,ANDAHUAYLAS,CHIARA,4.814447402954102,2.6986663341522217,8.104376792907715,2.2754171054119983,5,2.8286526203155518,7.670173168182373
100509,HUANUCO,HUAMALIES,PUÑOS,4.817599296569824,4.294738292694092,5.619553089141846,0.5757332424821004,3,4.343492031097412,5.403343677520752
020402,ANCASH,ASUNCION,ACOCHACA,4.823577404022217,4.045468807220459,5.601686000823975,0.7781085968017578,2,4.201090335845947,5.446064472198486
210307,PUNO,CARABAYA,ITUATA,4.824019321175509,-3.1420810222625732,16.611003875732422,5.6523366045337555,43,-1.2813262939453125,12.74678897857666
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,4.824680328369141,2.447829484939575,8.363216400146484,2.2385158075029303,4,2.754408121109009,7.359626293182373
030307,APURIMAC,ANTABAMBA,SABAINO,4.826649030049642,2.65106463432312,7.4697442054748535,1.8537166065271704,6,2.6838152408599854,6.941418647766113
020107,ANCASH,HUARAZ,LA LIBERTAD,4.828843593597412,3.059366464614868,6.751844882965088,1.3919244763965553,4,3.3649260997772217,6.354170799255371
021707,ANCASH,RECUAY,PAMPAS CHICO,4.8392863273620605,3.021585702896118,6.991842746734619,1.4982779826346724,4,3.3060526847839355,6.506462097167969
021407,ANCASH,OCROS,LLIPA,4.868862152099609,4.868862152099609,4.868862152099609,0.0,1,4.868862152099609,4.868862152099609
120908,JUNIN,CHUPACA,TRES DE DICIEMBRE,4.892237186431885,4.892237186431885,4.892237186431885,0.0,1,4.892237186431885,4.892237186431885
100506,HUANUCO,HUAMALIES,MIRAFLORES,4.894100189208984,3.911116600036621,6.332883358001709,0.9433929121781549,4,4.000208854675293,5.970311641693115
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,4.899784564971924,4.899784564971924,4.899784564971924,0.0,1,4.899784564971924,4.899784564971924
030103,APURIMAC,ABANCAY,CIRCA,4.900433349609375,1.0417500734329224,11.836670875549316,3.365701795353874,20,1.1070663928985596,10.406018257141113
120211,JUNIN,CONCEPCION,MITO,4.919624328613281,4.919624328613281,4.919624328613281,0.0,1,4.919624328613281,4.919624328613281
100510,HUANUCO,HUAMALIES,SINGA,4.922199726104736,4.157070159912109,5.903043746948242,0.7606607544860219,4,4.171316623687744,5.759368896484375
030415,APURIMAC,AYMARAES,TINTAY,4.923824310302734,1.4933465719223022,9.352070808410645,3.119771682865084,5,1.778576374053955,8.745648384094238
051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,4.925567626953125,3.657456159591675,6.193679332733154,1.2681115865707453,2,3.911078453063965,5.940056800842285
100105,HUANUCO,HUANUCO,MARGOS,4.933294023786273,4.433846950531006,5.706850051879883,0.49654717829933653,7,4.48581075668335,5.648219585418701
100112,HUANUCO,HUANUCO,YACUS,4.947121620178223,4.744887828826904,5.149354934692383,0.20223355293287978,2,4.785334587097168,5.108908176422119
120117,JUNIN,HUANCAYO,HUALHUAS,4.949579238891602,4.949579238891602,4.949579238891602,0.0,1,4.949579238891602,4.949579238891602
100504,HUANUCO,HUAMALIES,JACAS GRANDE,4.953817367553711,4.168577194213867,7.649631500244141,1.056310599562331,8,4.302205562591553,5.829310894012451
120422,JUNIN,JAUJA,PACA,4.955262660980225,4.955262660980225,4.955262660980225,0.0,1,4.955262660980225,4.955262660980225
190106,PASCO,PASCO,PALLANCHACRA,4.964029788970947,4.964029788970947,4.964029788970947,0.0,1,4.964029788970947,4.964029788970947
180209,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,4.969345569610596,-3.974090814590454,12.850723266601562,5.62072813694677,8,-2.2466084957122803,11.902032852172852
230206,TACNA,CANDARAVE,QUILAHUANI,4.97804594039917,4.97804594039917,4.97804594039917,0.0,1,4.97804594039917,4.97804594039917
030107,APURIMAC,ABANCAY,PICHIRHUA,4.978890052208533,1.6832281351089478,10.701462745666504,2.8340212062693593,13,1.7187230587005615,8.049758911132812
090308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,4.98219633102417,4.98219633102417,4.98219633102417,0.0,1,4.98219633102417,4.98219633102417
120434,JUNIN,JAUJA,YAUYOS,4.986247539520264,4.986247539520264,4.986247539520264,0.0,1,4.986247539520264,4.986247539520264
120905,JUNIN,CHUPACA,HUAMANCACA CHICO,4.997289657592773,4.997289657592773,4.997289657592773,0.0,1,4.997289657592773,4.997289657592773
120709,JUNIN,TARMA,TAPO,5.002799352010091,3.057701349258423,7.136125087738037,1.311817724270775,6,3.6306991577148438,6.498163223266602
020513,ANCASH,BOLOGNESI,PACLLON,5.004369463239398,2.4892795085906982,8.000847816467285,1.7938602146476235,7,3.0727217197418213,7.099395275115967
021306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,5.004495620727539,3.3666303157806396,6.606910705566406,1.2513004825891871,4,3.6499016284942627,6.34490966796875
050905,AYACUCHO,SUCRE,HUACAÑA,5.007255554199219,2.796361207962036,8.097174644470215,1.9709649717648592,5,2.9851748943328857,7.390336990356445
021601,ANCASH,POMABAMBA,POMABAMBA,5.012462909405048,1.4473118782043457,7.863467693328857,1.753366867527334,13,2.144810914993286,6.282086372375488
210103,PUNO,PUNO,AMANTANI,5.032050132751465,5.032050132751465,5.032050132751465,0.0,1,5.032050132751465,5.032050132751465
081005,CUSCO,PARURO,HUANOQUITE,5.0362102801983175,0.8609544634819031,11.381192207336426,3.253653481366459,13,2.0112051963806152,9.785442352294922
020606,ANCASH,CARHUAZ,MARCARA,5.042427444458008,0.2215796262025833,8.315916061401367,3.1701116696648626,5,1.2041010856628418,8.282797813415527
100321,HUANUCO,DOS DE MAYO,SHUNQUI,5.04256010055542,4.614889621734619,5.470230579376221,0.4276704788208008,2,4.700423717498779,5.3846964836120605
101104,HUANUCO,YAROWILCA,APARICIO POMARES,5.046667098999023,3.702988862991333,6.834321975708008,1.1055566537529733,6,3.763822078704834,6.261974334716797
021905,ANCASH,SIHUAS,CHINGALPO,5.050542558942523,3.8245608806610107,7.088014125823975,1.0390645419037514,7,3.9557290077209473,6.274848937988281
081102,CUSCO,PAUCARTAMBO,CAICAY,5.055838584899902,3.758143663406372,6.471345901489258,1.1845659213935993,4,3.835981607437134,6.322820663452148
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,5.073114122663226,3.489224672317505,8.071466445922852,1.669083482009472,7,3.6254031658172607,7.2302350997924805
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,5.07694673538208,3.0027482509613037,7.540891170501709,1.8979306545552395,4,3.1444461345672607,7.165345191955566
101105,HUANUCO,YAROWILCA,JACAS CHICO,5.077747344970703,5.077747344970703,5.077747344970703,0.0,1,5.077747344970703,5.077747344970703
190102,PASCO,PASCO,HUACHON,5.078382568359375,2.4008948802948,8.530646324157715,1.6132039966607867,25,3.0348684787750244,7.365048408508301
100301,HUANUCO,DOS DE MAYO,LA UNION,5.078718185424805,3.7580130100250244,5.856409072875977,0.7352707273083309,6,4.123185157775879,5.7302045822143555
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,5.094227382114956,1.769644856452942,9.340476036071777,2.52857156172929,7,2.2816426753997803,8.369514465332031
080406,CUSCO,CALCA,SAN SALVADOR,5.095428466796875,4.426233768463135,6.179609775543213,0.7736244018843598,3,4.477075576782227,5.8797760009765625
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,5.095561663309733,3.5103394985198975,6.249673366546631,1.159131797355141,3,3.9136061668395996,6.105072975158691
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,5.1143903732299805,2.888838052749634,7.417492389678955,1.6124182849512378,4,3.4657254219055176,6.794075012207031
030602,APURIMAC,CHINCHEROS,ANCO_HUALLO,5.1219377517700195,4.88267707824707,5.3611979484558105,0.2392604351044889,2,4.9305291175842285,5.313345909118652
151005,LIMA,YAUYOS,AZANGARO,5.136375745137532,4.050365447998047,6.962089538574219,1.2986929947030428,3,4.119626998901367,6.449006080627441
101003,HUANUCO,LAURICOCHA,JIVIA,5.147590637207031,5.101015567779541,5.1941657066345215,0.046575069427490234,2,5.110330581665039,5.184850692749023
090306,HUANCAVELICA,ANGARAES,CONGALLA,5.155043465750558,1.969143271446228,7.7158050537109375,2.187530966058915,7,2.485645294189453,7.7140984535217285
101106,HUANUCO,YAROWILCA,OBAS,5.1577800750732425,4.551303863525391,5.953851222991943,0.5560910201705543,5,4.596877574920654,5.8391642570495605
120421,JUNIN,JAUJA,MUQUIYAUYO,5.158380031585693,5.158380031585693,5.158380031585693,0.0,1,5.158380031585693,5.158380031585693
020111,ANCASH,HUARAZ,PIRA,5.194246080186632,2.6291332244873047,9.618273735046387,2.292968300847272,9,2.718449115753174,7.928167819976807
020904,ANCASH,CORONGO,CUSCA,5.1990765162876675,3.0733728408813477,8.158573150634766,1.5323769089376171,14,3.217958688735962,6.941123008728027
050302,AYACUCHO,HUANCA SANCOS,CARAPO,5.200092315673828,3.592118263244629,6.575589656829834,1.0386251089706964,7,4.034555435180664,6.37177848815918
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,5.2005767822265625,4.221022129058838,6.223532199859619,0.6045228389783446,16,4.438863277435303,5.966668128967285
101101,HUANUCO,YAROWILCA,CHAVINILLO,5.202980041503906,4.038437366485596,6.33988618850708,0.8619539113924941,7,4.256552696228027,6.309976577758789
120407,JUNIN,JAUJA,EL MANTARO,5.204775810241699,5.204775810241699,5.204775810241699,0.0,1,5.204775810241699,5.204775810241699
080304,CUSCO,ANTA,CHINCHAYPUJIO,5.219090270996094,1.6307605504989624,11.004707336425781,2.936949690439315,15,2.199632167816162,9.340422630310059
120704,JUNIN,TARMA,HUASAHUASI,5.233326276143392,1.5318480730056763,11.27669906616211,2.6814191766225552,24,2.6297013759613037,9.247179985046387
150405,LIMA,CANTA,LACHAQUI,5.235997009277344,1.8741101026535034,9.38759994506836,2.684662740728967,5,2.2860405445098877,8.299406051635742
120201,JUNIN,CONCEPCION,CONCEPCION,5.241438388824463,5.241438388824463,5.241438388824463,0.0,1,5.241438388824463,5.241438388824463
120410,JUNIN,JAUJA,HUERTAS,5.261096000671387,5.261096000671387,5.261096000671387,0.0,1,5.261096000671387,5.261096000671387
030106,APURIMAC,ABANCAY,LAMBRAMA,5.263253061394942,0.5980057120323181,11.090922355651855,3.3028690167385593,19,1.253522276878357,9.94922924041748
030218,APURIMAC,ANDAHUAYLAS,TURPO,5.264998435974121,4.259328842163086,6.764703750610352,0.9849062347646216,4,4.337278842926025,6.390331745147705
021503,ANCASH,PALLASCA,CONCHUCOS,5.2842873965992645,3.569465398788452,11.97219181060791,2.062744794757769,17,3.664999008178711,7.016658306121826
050906,AYACUCHO,SUCRE,MORCOLLA,5.297498321533203,3.0085926055908203,8.236392974853516,1.8083059309060385,10,3.286583423614502,7.814363479614258
051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,5.304125467936198,3.060708999633789,8.575613975524902,2.0839722005208254,6,3.2284297943115234,7.881597995758057
050907,AYACUCHO,SUCRE,PAICO,5.319151878356934,4.9414849281311035,5.696818828582764,0.3776669502258301,2,5.0170183181762695,5.621285438537598
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,5.322047710418701,5.322047710418701,5.322047710418701,0.0,1,5.322047710418701,5.322047710418701
090603,HUANCAVELICA,HUAYTARA,CORDOVA,5.3350785573323565,4.110459804534912,6.345728397369385,0.9250021045816571,3,4.398177146911621,6.186392307281494
211302,PUNO,YUNGUYO,ANAPIA,5.340318202972412,4.486509799957275,5.739080429077148,0.5015346988060246,4,4.785264492034912,5.713353157043457
021003,ANCASH,HUARI,CAJAY,5.3526756286621096,4.140166282653809,7.2767415046691895,1.0778809315824809,5,4.382083892822266,6.631182670593262
100307,HUANUCO,DOS DE MAYO,CHUQUIS,5.353691101074219,3.6653690338134766,7.127845764160156,1.1945668414522526,8,3.8641297817230225,7.001448631286621
021904,ANCASH,SIHUAS,CASHAPAMPA,5.368617057800293,5.054903507232666,5.68233060836792,0.31371355056762695,2,5.117646217346191,5.6195878982543945
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,5.373346079950747,2.5310845375061035,7.871531009674072,0.9441877668320021,23,4.622308731079102,6.033307075500488
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,5.377605438232422,4.468131065368652,6.287079334259033,0.9094741344452216,2,4.650025844573975,6.105184555053711
030714,APURIMAC,GRAU,CURASCO,5.3798604011535645,3.682915449142456,7.076805114746094,1.696944832801823,2,4.022304534912109,6.7374162673950195
022001,ANCASH,YUNGAY,YUNGAY,5.405728080055931,0.3058524429798126,10.49056625366211,3.507285715533622,11,1.1233665943145752,10.157979011535645
150301,LIMA,CAJATAMBO,CAJATAMBO,5.412145614624023,1.6874786615371704,11.850447654724121,2.934483836179643,16,2.1579136848449707,9.385526657104492
120210,JUNIN,CONCEPCION,MATAHUASI,5.415451526641846,5.415451526641846,5.415451526641846,0.0,1,5.415451526641846,5.415451526641846
100202,HUANUCO,AMBO,CAYNA,5.434365408761161,3.78070068359375,7.814879894256592,1.4591832784865273,7,3.984677314758301,7.481313228607178
021203,ANCASH,HUAYLAS,HUATA,5.442450523376465,3.5652542114257812,7.31964635848999,1.8771960735321196,2,3.9406933784484863,6.944207191467285
021401,ANCASH,OCROS,OCROS,5.444782802036831,2.176270008087158,12.300637245178223,3.466089262888359,7,2.339989423751831,9.673060417175293
020306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,5.447048823038737,4.154186248779297,6.8946685791015625,1.1241361690032436,3,4.381807327270508,6.574193000793457
030417,APURIMAC,AYMARAES,YANACA,5.5114030838012695,4.036015033721924,7.399783611297607,1.3110565466544781,4,4.199576377868652,6.988426208496094
