min,max,mean,count,std,percentile_10,percentile_90,cold_flag
8.903979301452637,22.604116439819336,18.932154004818926,107,3.4302189255341466,13.836891174316406,22.35898780822754,0
19.775056838989258,22.8608341217041,22.2906494140625,57,0.4644261116864623,21.992694854736328,22.67619514465332,0
21.953405380249023,22.1419677734375,22.056365966796875,6,0.07664935607432745,21.955791473388672,22.137794494628906,0
21.661476135253906,22.481042861938477,22.263211158014112,62,0.158931604004597,22.042722702026367,22.416751861572266,0
21.97576332092285,22.385101318359375,22.17306795987216,22,0.11829869717920143,22.023387908935547,22.36199188232422,0
14.998992919921875,22.47966194152832,20.235752650669642,154,2.109068685083184,16.871551513671875,22.294580459594727,0
21.982255935668945,22.410303115844727,22.249251827116936,62,0.11208086836857835,22.061904907226562,22.369665145874023,0
16.05077362060547,22.56388282775879,21.793824807191505,78,1.3076122823663334,20.465368270874023,22.52064323425293,0
21.799970626831055,22.591445922851562,22.307864866394926,69,0.15469150346341212,22.116945266723633,22.443323135375977,0
21.85382080078125,22.428863525390625,22.190316549161587,41,0.13549867494912335,22.021650314331055,22.364042282104492,0
14.655349731445312,22.538833618164062,21.431627247431507,365,1.6855124511170483,18.610811233520508,22.421253204345703,0
17.10750961303711,19.506893157958984,18.73708258734809,9,0.6241402314801907,18.2762393951416,19.12140464782715,0
19.42814826965332,19.77030372619629,19.587247848510742,4,0.13711883907266786,19.445369720458984,19.73870849609375,0
15.272915840148926,18.357351303100586,16.92261574485085,11,0.9753268230903022,15.633650779724121,18.19170379638672,0
18.87656593322754,19.443635940551758,19.17557144165039,6,0.17271891279553384,18.985017776489258,19.354961395263672,0
18.977807998657227,19.29369354248047,19.09709930419922,3,0.14006564964299167,18.9862060546875,19.238914489746094,0
18.984575271606445,19.040971755981445,19.012773513793945,2,0.0281982421875,18.990215301513672,19.03533172607422,0
6.326693058013916,18.598541259765625,13.706743512834821,14,4.013075768370489,7.720869064331055,18.24512481689453,0
16.976831436157227,19.696882247924805,18.79445457458496,32,0.5135012793756029,18.31011390686035,19.346345901489258,0
18.48534393310547,18.971818923950195,18.73148692737926,11,0.1470732119038241,18.578121185302734,18.96256446838379,0
8.1094331741333,18.6962947845459,14.844308471679687,10,3.4484566410199857,10.76154899597168,18.457990646362305,0
17.88642120361328,18.914888381958008,18.6398983001709,8,0.3107939849349478,18.319290161132812,18.89178466796875,0
7.836397647857666,18.763877868652344,14.617731094360352,16,3.512718138236333,9.943556785583496,18.52656364440918,0
17.184633255004883,18.892566680908203,18.442920684814453,24,0.4530815062459474,17.676986694335938,18.862951278686523,0
12.365195274353027,19.000547409057617,16.37067413330078,16,2.2149697276908027,13.459888458251953,18.74921417236328,0
18.15445899963379,19.137203216552734,18.691999162946427,21,0.2182110950090024,18.42080307006836,18.95631980895996,0
13.15707015991211,17.97780418395996,15.45179918077257,9,1.351666944489432,13.740379333496094,16.709854125976562,0
14.424530029296875,16.218727111816406,15.341046142578126,5,0.5971058057315165,14.662859916687012,15.959315299987793,0
10.771907806396484,14.362339973449707,12.68552737765842,9,0.905075432957921,12.081984519958496,13.720682144165039,0
12.052837371826172,12.783802032470703,12.358563423156738,4,0.2742278284137882,12.097107887268066,12.667824745178223,0
1.3784559965133667,16.869035720825195,12.86590576171875,64,3.608909483245757,6.629684925079346,15.804182052612305,0
14.577242851257324,16.69417381286621,15.560895870893429,39,0.4396280190175217,14.930978775024414,16.033321380615234,0
10.846534729003906,13.134621620178223,12.208268301827568,7,0.6758375519867071,11.376749038696289,12.785126686096191,0
13.29807186126709,17.807443618774414,15.797449572332974,29,1.0269167151903524,14.634456634521484,17.01405906677246,0
14.261405944824219,18.044506072998047,16.03612365722656,10,1.2581453634725244,14.613170623779297,17.835634231567383,0
4.1671977043151855,14.14025592803955,12.252097574869792,15,2.6166037722658935,9.494601249694824,13.680419921875,0
-0.2467183619737625,13.244239807128906,8.92983687551398,19,4.223845393839907,3.027726650238037,12.954277992248535,0
4.557925701141357,7.441840648651123,5.908520698547363,4,1.1606281484265428,4.70366907119751,7.186461925506592,0
-2.6727778911590576,11.237761497497559,4.567502975463867,10,4.311734940433821,-2.0608932971954346,10.135998725891113,0
-3.589359998703003,4.894228458404541,0.8508812785148621,4,3.023056231962804,-2.3339672088623047,3.8769712448120117,0
5.578086853027344,14.687787055969238,13.049600352411685,46,1.725630569665323,11.132437705993652,14.344123840332031,0
12.860061645507812,15.291328430175781,13.904954092843193,28,0.5499167036358856,13.233819007873535,14.588272094726562,0
11.760368347167969,17.442903518676758,14.400735606317935,23,1.3402585598575651,13.219947814941406,16.3912296295166,0
-6.804277420043945,9.781514167785645,-2.182932439840065,53,4.346090023538424,-6.155893325805664,4.186587810516357,1
5.462281703948975,12.472661018371582,8.936822073800224,14,1.6849233056606996,7.1926960945129395,10.85518741607666,0
7.365907192230225,10.243922233581543,8.365617116292318,3,1.3290825451231634,7.390130043029785,9.69254207611084,0
-0.35393401980400085,8.085664749145508,5.819691975911458,9,2.367508793905143,3.8237388134002686,7.605879306793213,0
4.97804594039917,4.97804594039917,4.97804594039917,1,0.0,4.97804594039917,4.97804594039917,0
14.45582103729248,17.327272415161133,16.14964059682993,13,0.8385159032723184,14.922599792480469,17.188072204589844,0
-6.755064010620117,5.42961311340332,-4.893150329589844,28,2.8784826673730497,-6.548187255859375,-3.6295764446258545,1
2.7555673122406006,5.407151699066162,4.2271773020426435,3,1.1019719778089996,3.1082162857055664,5.229483604431152,0
